position,position_number,unique_number,date,hour,x,y,z
CD,2,40045,2019-08-05 16:05:33+00:00,16,-0.203125,-0.90625,-0.28125
CD,2,40045,2019-08-05 16:06:19+00:00,16,-0.203125,-0.921875,-0.265625
CD,2,40045,2019-08-05 16:07:05+00:00,16,-0.21875,-0.953125,-0.140625
CD,2,40045,2019-08-05 16:07:51+00:00,16,-0.1875,-0.953125,-0.171875
CD,2,40045,2019-08-05 16:08:37+00:00,16,-0.203125,-0.9375,-0.140625
CD,2,40045,2019-08-05 16:09:23+00:00,16,-0.15625,-0.921875,-0.1875
CD,2,40045,2019-08-05 16:10:09+00:00,16,-0.21875,-0.953125,-0.15625
CD,2,40045,2019-08-05 16:10:55+00:00,16,-0.203125,-0.96875,-0.140625
CD,2,40045,2019-08-05 16:11:41+00:00,16,-0.203125,-0.9375,-0.15625
CD,2,40045,2019-08-05 16:12:27+00:00,16,-0.203125,-0.953125,-0.15625
CD,2,40045,2019-08-05 16:13:13+00:00,16,-0.1875,-0.96875,-0.140625
CD,2,40045,2019-08-05 16:13:59+00:00,16,-0.203125,-0.953125,-0.15625
CD,2,40045,2019-08-05 16:14:45+00:00,16,-0.1875,-0.953125,-0.15625
CV,1,40045,2019-08-05 16:43:21+00:00,16,0.125,-0.25,-0.875
D,7,40045,2019-08-05 16:44:56+00:00,16,-0.359375,-0.140625,-0.84375
D,7,40045,2019-08-05 16:45:07+00:00,16,-0.4375,-0.109375,-0.84375
D,7,40045,2019-08-05 16:45:18+00:00,16,-0.40625,-0.140625,-0.828125
D,7,40075,2019-08-05 16:46:59+00:00,16,-0.1875,0.109375,-0.96875
D,7,40075,2019-08-05 16:47:10+00:00,16,-0.125,0.125,-0.96875
D,7,40075,2019-08-05 16:47:21+00:00,16,-0.125,0.03125,-0.984375
D,7,40075,2019-08-05 16:47:32+00:00,16,-0.140625,0.03125,-0.953125
CV,1,40075,2019-08-05 16:50:55+00:00,16,-0.15625,-0.203125,-0.9375
CV,1,40075,2019-08-05 16:51:31+00:00,16,-0.09375,-0.15625,-0.953125
CV,1,40075,2019-08-05 16:54:49+00:00,16,-0.15625,-0.484375,-0.828125
CG,3,40045,2019-08-05 16:59:22+00:00,16,-0.265625,0.921875,-0.265625
CG,3,40045,2019-08-05 17:00:13+00:00,17,-0.265625,0.90625,-0.28125
CG,3,40045,2019-08-05 17:01:04+00:00,17,-0.25,0.921875,-0.265625
CG,3,40045,2019-08-05 17:01:55+00:00,17,-0.25,0.90625,-0.265625
CG,3,40045,2019-08-05 17:02:46+00:00,17,-0.265625,0.90625,-0.265625
CG,3,40045,2019-08-05 17:03:37+00:00,17,-0.25,0.921875,-0.265625
CG,3,40045,2019-08-05 17:04:28+00:00,17,-0.265625,0.921875,-0.265625
CG,3,40045,2019-08-05 17:05:19+00:00,17,-0.25,0.90625,-0.265625
CV,1,40045,2019-08-05 17:18:42+00:00,17,0.140625,0.078125,-0.921875
CV,1,40045,2019-08-05 17:23:01+00:00,17,0.140625,0.234375,-0.90625
CV,1,40045,2019-08-05 17:23:37+00:00,17,0.109375,0.234375,-0.875
D,7,40045,2019-08-05 17:28:19+00:00,17,-0.265625,-0.1875,-0.859375
D,7,40045,2019-08-05 17:28:30+00:00,17,-0.296875,-0.296875,-0.890625
CV,1,40045,2019-08-05 17:30:28+00:00,17,-0.171875,-0.125,-0.875
D,7,40045,2019-08-05 17:32:31+00:00,17,-0.40625,0.109375,-0.828125
D,7,40045,2019-08-05 17:32:42+00:00,17,-0.421875,0.03125,-0.84375
CV,1,40045,2019-08-05 17:36:35+00:00,17,-0.21875,0.6875,-0.640625
CD,2,40165,2019-08-05 17:59:04+00:00,17,-0.140625,-0.703125,-0.65625
CD,2,40165,2019-08-05 17:59:50+00:00,17,-0.140625,-0.6875,-0.671875
CD,2,40165,2019-08-05 18:00:36+00:00,18,-0.140625,-0.734375,-0.65625
CD,2,40165,2019-08-05 18:01:22+00:00,18,-0.140625,-0.6875,-0.671875
CD,2,40165,2019-08-05 18:02:08+00:00,18,-0.140625,-0.703125,-0.640625
CV,1,40165,2019-08-05 18:10:18+00:00,18,0.28125,0.21875,-0.90625
CV,1,40165,2019-08-05 18:16:05+00:00,18,0.09375,0.28125,-0.9375
CV,1,40165,2019-08-05 18:16:41+00:00,18,0.078125,0.28125,-0.921875
CV,1,40165,2019-08-05 18:17:17+00:00,18,0.09375,0.28125,-0.90625
CV,1,40165,2019-08-05 18:17:53+00:00,18,0.09375,0.296875,-0.921875
CD,2,40075,2019-08-05 18:19:48+00:00,18,-0.15625,-0.921875,-0.234375
CD,2,40075,2019-08-05 18:20:34+00:00,18,-0.171875,-0.9375,-0.234375
CD,2,40075,2019-08-05 18:21:20+00:00,18,-0.15625,-0.9375,-0.21875
CD,2,40075,2019-08-05 18:22:06+00:00,18,-0.1875,-0.953125,-0.1875
CD,2,40075,2019-08-05 18:22:52+00:00,18,-0.140625,-0.953125,-0.15625
CD,2,40075,2019-08-05 18:23:38+00:00,18,-0.140625,-0.953125,-0.125
CD,2,40075,2019-08-05 18:24:24+00:00,18,-0.15625,-0.953125,-0.125
CD,2,40075,2019-08-05 18:25:10+00:00,18,-0.125,-0.9375,-0.203125
CD,2,40075,2019-08-05 18:25:56+00:00,18,-0.140625,-0.953125,-0.203125
CD,2,40075,2019-08-05 18:26:42+00:00,18,-0.15625,-0.9375,-0.203125
CD,2,40075,2019-08-05 18:27:28+00:00,18,-0.140625,-0.953125,-0.203125
CD,2,40075,2019-08-05 18:28:14+00:00,18,-0.125,-0.953125,-0.1875
CD,2,40075,2019-08-05 18:29:00+00:00,18,-0.171875,-0.9375,-0.1875
CD,2,40075,2019-08-05 18:29:46+00:00,18,-0.140625,-0.9375,-0.1875
CD,2,40075,2019-08-05 18:30:32+00:00,18,-0.140625,-0.953125,-0.171875
CD,2,40075,2019-08-05 18:31:18+00:00,18,-0.140625,-0.9375,-0.21875
CD,2,40075,2019-08-05 18:32:04+00:00,18,-0.171875,-0.9375,-0.203125
CD,2,40075,2019-08-05 18:32:50+00:00,18,-0.171875,-0.953125,-0.171875
CD,2,40075,2019-08-05 18:33:36+00:00,18,-0.15625,-0.9375,-0.1875
CD,2,40075,2019-08-05 18:34:22+00:00,18,-0.125,-0.9375,-0.1875
CD,2,40075,2019-08-05 18:35:08+00:00,18,-0.171875,-0.953125,-0.171875
CD,2,40075,2019-08-05 18:35:54+00:00,18,-0.15625,-0.9375,-0.1875
CD,2,40075,2019-08-05 18:36:40+00:00,18,-0.140625,-0.9375,-0.1875
CD,2,40075,2019-08-05 18:37:26+00:00,18,-0.140625,-0.953125,-0.171875
CD,2,40075,2019-08-05 18:38:12+00:00,18,-0.15625,-0.9375,-0.1875
CD,2,40075,2019-08-05 18:38:58+00:00,18,-0.15625,-0.953125,-0.1875
CD,2,40075,2019-08-05 18:39:44+00:00,18,-0.140625,-0.953125,-0.203125
CD,2,40075,2019-08-05 18:40:30+00:00,18,-0.1875,-0.953125,-0.125
CD,2,40075,2019-08-05 18:41:16+00:00,18,-0.171875,-0.953125,-0.09375
CD,2,40075,2019-08-05 18:42:02+00:00,18,-0.140625,-0.953125,-0.140625
CD,2,40075,2019-08-05 18:42:48+00:00,18,-0.15625,-0.96875,-0.109375
CD,2,40075,2019-08-05 18:43:34+00:00,18,-0.171875,-0.96875,-0.109375
CD,2,40075,2019-08-05 18:44:20+00:00,18,-0.15625,-0.953125,-0.109375
CD,2,40075,2019-08-05 18:45:06+00:00,18,-0.15625,-0.96875,-0.125
CD,2,40075,2019-08-05 18:45:52+00:00,18,-0.140625,-0.96875,-0.125
CD,2,40075,2019-08-05 18:46:38+00:00,18,-0.15625,-0.96875,-0.078125
CD,2,40075,2019-08-05 18:47:24+00:00,18,-0.15625,-0.96875,-0.09375
CD,2,40075,2019-08-05 18:48:10+00:00,18,-0.15625,-0.953125,-0.09375
CD,2,40075,2019-08-05 18:48:56+00:00,18,-0.171875,-0.96875,-0.0625
CD,2,40075,2019-08-05 18:49:42+00:00,18,-0.15625,-0.96875,-0.09375
CD,2,40075,2019-08-05 18:50:28+00:00,18,-0.140625,-0.9375,-0.140625
CD,2,40075,2019-08-05 18:51:14+00:00,18,-0.1875,-0.953125,-0.078125
CD,2,40075,2019-08-05 18:52:00+00:00,18,-0.171875,-0.96875,-0.078125
CD,2,40075,2019-08-05 18:52:46+00:00,18,-0.171875,-0.953125,-0.125
CD,2,40075,2019-08-05 18:53:32+00:00,18,-0.15625,-0.96875,-0.09375
CD,2,40075,2019-08-05 18:54:18+00:00,18,-0.15625,-0.96875,-0.109375
CD,2,40075,2019-08-05 18:55:04+00:00,18,-0.15625,-0.96875,-0.109375
CD,2,40075,2019-08-05 18:55:50+00:00,18,-0.15625,-0.953125,-0.125
CD,2,40075,2019-08-05 18:56:36+00:00,18,-0.15625,-0.953125,-0.109375
CD,2,40075,2019-08-05 18:57:22+00:00,18,-0.140625,-0.96875,-0.078125
CD,2,40075,2019-08-05 18:58:08+00:00,18,-0.15625,-0.953125,-0.109375
CD,2,40075,2019-08-05 18:58:54+00:00,18,-0.171875,-0.96875,-0.125
CD,2,40075,2019-08-05 18:59:40+00:00,18,-0.140625,-0.953125,-0.140625
CD,2,40075,2019-08-05 19:00:26+00:00,19,-0.171875,-0.921875,-0.296875
CD,2,40165,2019-08-05 19:17:41+00:00,19,-0.140625,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:18:27+00:00,19,-0.15625,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:19:13+00:00,19,-0.125,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:19:59+00:00,19,-0.125,-0.8125,-0.484375
CD,2,40165,2019-08-05 19:20:45+00:00,19,-0.125,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:21:31+00:00,19,-0.15625,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:22:17+00:00,19,-0.125,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:23:03+00:00,19,-0.125,-0.828125,-0.5
CD,2,40165,2019-08-05 19:23:49+00:00,19,-0.125,-0.828125,-0.515625
CD,2,40165,2019-08-05 19:24:35+00:00,19,-0.140625,-0.8125,-0.484375
CD,2,40165,2019-08-05 19:25:21+00:00,19,-0.140625,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:26:07+00:00,19,-0.125,-0.828125,-0.5
CD,2,40165,2019-08-05 19:26:53+00:00,19,-0.140625,-0.828125,-0.46875
CD,2,40165,2019-08-05 19:27:39+00:00,19,-0.140625,-0.84375,-0.484375
CD,2,40165,2019-08-05 19:28:25+00:00,19,-0.140625,-0.8125,-0.5
CD,2,40165,2019-08-05 19:29:11+00:00,19,-0.140625,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:29:57+00:00,19,-0.125,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:30:43+00:00,19,-0.15625,-0.875,-0.421875
CD,2,40165,2019-08-05 19:31:29+00:00,19,-0.15625,-0.8125,-0.5
CD,2,40165,2019-08-05 19:32:15+00:00,19,-0.15625,-0.828125,-0.5
CD,2,40165,2019-08-05 19:33:01+00:00,19,-0.171875,-0.828125,-0.5
CD,2,40165,2019-08-05 19:33:47+00:00,19,-0.171875,-0.828125,-0.484375
CD,2,40165,2019-08-05 19:34:33+00:00,19,-0.171875,-0.8125,-0.484375
CD,2,40165,2019-08-05 19:35:19+00:00,19,-0.171875,-0.8125,-0.484375
CD,2,40165,2019-08-05 19:36:05+00:00,19,-0.171875,-0.8125,-0.5
CD,2,40165,2019-08-05 19:36:51+00:00,19,-0.171875,-0.8125,-0.5
CD,2,40165,2019-08-05 19:37:37+00:00,19,-0.171875,-0.8125,-0.46875
CD,2,40165,2019-08-05 19:38:23+00:00,19,-0.171875,-0.8125,-0.484375
CD,2,40165,2019-08-05 19:39:09+00:00,19,-0.15625,-0.8125,-0.484375
CD,2,40165,2019-08-05 19:39:55+00:00,19,-0.171875,-0.8125,-0.484375
CG,3,40045,2019-08-05 20:11:36+00:00,20,-0.125,0.984375,-0.078125
CG,3,40045,2019-08-05 20:12:27+00:00,20,-0.09375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:13:18+00:00,20,-0.109375,0.96875,-0.09375
CG,3,40045,2019-08-05 20:14:09+00:00,20,-0.109375,0.984375,-0.09375
CG,3,40045,2019-08-05 20:15:00+00:00,20,-0.109375,0.96875,-0.09375
CG,3,40045,2019-08-05 20:15:51+00:00,20,-0.09375,0.984375,-0.0625
CG,3,40045,2019-08-05 20:16:42+00:00,20,-0.109375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:17:33+00:00,20,-0.09375,0.96875,-0.078125
CG,3,40045,2019-08-05 20:18:24+00:00,20,-0.109375,0.984375,-0.09375
CG,3,40045,2019-08-05 20:19:15+00:00,20,-0.109375,1.0,-0.09375
CG,3,40045,2019-08-05 20:20:06+00:00,20,-0.125,1.0,-0.078125
CG,3,40045,2019-08-05 20:20:57+00:00,20,-0.09375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:21:48+00:00,20,-0.109375,0.984375,-0.0625
CG,3,40045,2019-08-05 20:22:39+00:00,20,-0.109375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:23:30+00:00,20,-0.09375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:24:21+00:00,20,-0.109375,0.984375,-0.09375
CG,3,40045,2019-08-05 20:25:12+00:00,20,-0.109375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:26:03+00:00,20,-0.09375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:26:54+00:00,20,-0.09375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:27:45+00:00,20,-0.09375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:28:36+00:00,20,-0.09375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:29:27+00:00,20,-0.09375,0.96875,-0.125
CG,3,40045,2019-08-05 20:30:18+00:00,20,-0.09375,0.984375,-0.0625
CG,3,40045,2019-08-05 20:31:09+00:00,20,-0.109375,0.984375,-0.078125
CG,3,40045,2019-08-05 20:32:00+00:00,20,-0.109375,0.984375,-0.0625
CG,3,40045,2019-08-05 20:32:51+00:00,20,-0.078125,0.984375,-0.078125
CG,3,40045,2019-08-05 20:33:43+00:00,20,-0.21875,0.90625,-0.3125
CG,3,40045,2019-08-05 20:34:34+00:00,20,-0.21875,0.90625,-0.28125
CG,3,40045,2019-08-05 20:35:25+00:00,20,-0.15625,0.90625,-0.34375
CG,3,40045,2019-08-05 20:36:16+00:00,20,-0.15625,0.953125,-0.21875
CG,3,40045,2019-08-05 20:37:07+00:00,20,-0.1875,0.921875,-0.25
CG,3,40045,2019-08-05 20:37:58+00:00,20,-0.1875,0.9375,-0.234375
CG,3,40045,2019-08-05 20:38:49+00:00,20,-0.1875,0.953125,-0.25
CG,3,40045,2019-08-05 20:39:40+00:00,20,-0.203125,0.9375,-0.234375
CG,3,40045,2019-08-05 20:40:31+00:00,20,-0.203125,0.9375,-0.234375
CG,3,40045,2019-08-05 20:41:22+00:00,20,-0.21875,0.9375,-0.21875
CG,3,40045,2019-08-05 20:42:13+00:00,20,-0.1875,0.9375,-0.234375
CG,3,40045,2019-08-05 20:43:04+00:00,20,-0.1875,0.953125,-0.21875
CG,3,40045,2019-08-05 20:43:55+00:00,20,-0.203125,0.9375,-0.234375
CG,3,40045,2019-08-05 20:44:46+00:00,20,-0.203125,0.9375,-0.234375
CG,3,40045,2019-08-05 20:45:37+00:00,20,-0.203125,0.921875,-0.234375
CG,3,40045,2019-08-05 20:46:28+00:00,20,-0.171875,0.96875,-0.09375
CG,3,40045,2019-08-05 20:47:19+00:00,20,-0.171875,0.96875,-0.125
CG,3,40045,2019-08-05 20:48:10+00:00,20,-0.1875,0.96875,-0.125
CG,3,40045,2019-08-05 20:49:01+00:00,20,-0.1875,0.953125,-0.125
CG,3,40045,2019-08-05 20:49:52+00:00,20,-0.171875,0.953125,-0.140625
CG,3,40045,2019-08-05 20:50:43+00:00,20,-0.171875,0.96875,-0.109375
CG,3,40045,2019-08-05 20:51:34+00:00,20,-0.1875,0.96875,-0.125
CG,3,40045,2019-08-05 20:52:25+00:00,20,-0.171875,0.953125,-0.15625
CG,3,40045,2019-08-05 20:53:16+00:00,20,-0.171875,0.96875,-0.125
CG,3,40045,2019-08-05 20:54:07+00:00,20,-0.171875,0.984375,-0.125
CG,3,40045,2019-08-05 20:54:58+00:00,20,-0.171875,0.96875,-0.125
CG,3,40045,2019-08-05 20:55:49+00:00,20,-0.171875,0.953125,-0.109375
CG,3,40045,2019-08-05 20:56:40+00:00,20,-0.171875,0.96875,-0.125
CG,3,40045,2019-08-05 20:57:31+00:00,20,-0.171875,0.953125,-0.140625
CG,3,40045,2019-08-05 20:58:22+00:00,20,-0.15625,0.96875,-0.125
CG,3,40045,2019-08-05 20:59:13+00:00,20,-0.15625,0.953125,-0.140625
CG,3,40045,2019-08-05 21:00:04+00:00,21,-0.140625,0.921875,-0.15625
CG,3,40045,2019-08-05 21:00:55+00:00,21,-0.15625,0.984375,-0.109375
CG,3,40045,2019-08-05 21:01:46+00:00,21,-0.1875,0.984375,-0.078125
CG,3,40045,2019-08-05 21:02:37+00:00,21,-0.203125,0.96875,-0.0625
CG,3,40045,2019-08-05 21:03:28+00:00,21,-0.234375,0.96875,-0.109375
CG,3,40045,2019-08-05 21:04:19+00:00,21,-0.234375,0.953125,-0.078125
CG,3,40045,2019-08-05 21:05:10+00:00,21,-0.21875,0.96875,-0.109375
CG,3,40045,2019-08-05 21:06:01+00:00,21,-0.234375,0.96875,-0.09375
CG,3,40045,2019-08-05 21:06:52+00:00,21,-0.25,0.953125,-0.109375
CG,3,40045,2019-08-05 21:07:43+00:00,21,-0.234375,0.953125,-0.09375
CG,3,40045,2019-08-05 21:08:34+00:00,21,-0.234375,0.953125,-0.09375
CG,3,40045,2019-08-05 21:09:25+00:00,21,-0.234375,0.96875,-0.09375
CG,3,40045,2019-08-05 21:10:16+00:00,21,-0.234375,0.953125,-0.09375
CG,3,40045,2019-08-05 21:11:07+00:00,21,-0.234375,0.96875,-0.078125
CG,3,40045,2019-08-05 21:11:58+00:00,21,-0.234375,0.96875,-0.09375
CG,3,40045,2019-08-05 21:12:49+00:00,21,-0.234375,0.96875,-0.09375
CG,3,40045,2019-08-05 21:13:40+00:00,21,-0.25,0.96875,-0.078125
CG,3,40045,2019-08-05 21:14:31+00:00,21,-0.234375,0.96875,-0.09375
CG,3,40045,2019-08-05 21:15:22+00:00,21,-0.21875,0.96875,-0.109375
CG,3,40045,2019-08-05 21:16:13+00:00,21,-0.25,0.953125,-0.125
CG,3,40045,2019-08-05 21:17:04+00:00,21,-0.234375,0.96875,-0.109375
CG,3,40045,2019-08-05 21:17:55+00:00,21,-0.25,0.953125,-0.09375
CG,3,40045,2019-08-05 21:18:46+00:00,21,-0.234375,0.953125,-0.109375
CG,3,40045,2019-08-05 21:19:37+00:00,21,-0.25,0.953125,-0.109375
CG,3,40045,2019-08-05 21:20:28+00:00,21,-0.25,0.953125,-0.109375
CG,3,40045,2019-08-05 21:21:19+00:00,21,-0.234375,0.96875,-0.125
CG,3,40045,2019-08-05 21:22:10+00:00,21,-0.25,0.96875,-0.109375
CG,3,40045,2019-08-05 21:23:01+00:00,21,-0.234375,0.953125,-0.109375
CG,3,40045,2019-08-05 21:23:52+00:00,21,-0.265625,0.96875,-0.109375
CG,3,40045,2019-08-05 21:24:43+00:00,21,-0.234375,0.96875,-0.109375
CG,3,40045,2019-08-05 21:25:34+00:00,21,-0.234375,0.96875,-0.125
CG,3,40045,2019-08-05 21:26:25+00:00,21,-0.234375,0.953125,-0.109375
CG,3,40045,2019-08-05 21:27:16+00:00,21,-0.234375,0.9375,-0.140625
CG,3,40075,2019-08-05 21:58:24+00:00,21,-0.171875,0.953125,-0.125
CG,3,40075,2019-08-05 21:59:15+00:00,21,-0.171875,0.96875,-0.125
CG,3,40075,2019-08-05 22:00:06+00:00,22,-0.171875,0.953125,-0.125
CG,3,40075,2019-08-05 22:00:57+00:00,22,-0.171875,0.921875,-0.15625
CG,3,40075,2019-08-05 22:01:48+00:00,22,-0.171875,0.953125,-0.125
CG,3,40075,2019-08-05 22:02:39+00:00,22,-0.171875,0.9375,-0.125
CG,3,40075,2019-08-05 22:03:30+00:00,22,-0.171875,0.953125,-0.140625
CG,3,40075,2019-08-05 22:04:21+00:00,22,-0.171875,0.953125,-0.125
CG,3,40075,2019-08-05 22:05:12+00:00,22,-0.171875,0.953125,-0.125
CG,3,40075,2019-08-05 22:06:03+00:00,22,-0.171875,0.953125,-0.140625
CG,3,40075,2019-08-05 22:06:54+00:00,22,-0.171875,0.953125,-0.125
CG,3,40075,2019-08-05 22:07:45+00:00,22,-0.171875,0.96875,-0.125
CG,3,40075,2019-08-05 22:08:36+00:00,22,-0.171875,0.953125,-0.125
CG,3,40075,2019-08-05 22:09:27+00:00,22,-0.1875,0.953125,-0.125
CG,3,40075,2019-08-05 22:10:18+00:00,22,-0.171875,0.96875,-0.109375
CG,3,40075,2019-08-05 22:11:09+00:00,22,-0.171875,0.953125,-0.140625
CG,3,40075,2019-08-05 22:12:00+00:00,22,-0.21875,0.9375,-0.125
CG,3,40075,2019-08-05 22:12:51+00:00,22,-0.21875,0.953125,-0.109375
CG,3,40075,2019-08-05 22:13:42+00:00,22,-0.21875,0.9375,-0.109375
CG,3,40075,2019-08-05 22:14:33+00:00,22,-0.234375,0.9375,-0.125
CG,3,40075,2019-08-05 22:15:24+00:00,22,-0.21875,0.953125,-0.125
CG,3,40075,2019-08-05 22:16:15+00:00,22,-0.21875,0.953125,-0.109375
CG,3,40075,2019-08-05 22:17:06+00:00,22,-0.203125,0.953125,-0.125
CG,3,40075,2019-08-05 22:17:57+00:00,22,-0.21875,0.953125,-0.109375
CG,3,40075,2019-08-05 22:18:48+00:00,22,-0.203125,0.953125,-0.125
CG,3,40075,2019-08-05 22:19:39+00:00,22,-0.21875,0.9375,-0.109375
CG,3,40075,2019-08-05 22:20:30+00:00,22,-0.203125,0.9375,-0.109375
CG,3,40075,2019-08-05 22:21:21+00:00,22,-0.21875,0.953125,-0.109375
CG,3,40075,2019-08-05 22:22:14+00:00,22,-0.09375,0.9375,0.0
CG,3,40075,2019-08-05 22:23:05+00:00,22,-0.125,0.96875,0.03125
CG,3,40075,2019-08-05 22:23:56+00:00,22,-0.140625,0.96875,0.03125
CG,3,40075,2019-08-05 22:24:48+00:00,22,-0.140625,0.953125,-0.171875
CG,3,40075,2019-08-05 22:25:39+00:00,22,-0.15625,0.953125,-0.1875
CG,3,40075,2019-08-05 22:26:30+00:00,22,-0.140625,0.953125,-0.15625
CG,3,40075,2019-08-05 22:27:21+00:00,22,-0.15625,0.96875,-0.140625
CG,3,40075,2019-08-05 22:28:12+00:00,22,-0.109375,0.9375,-0.1875
CG,3,40075,2019-08-05 22:29:03+00:00,22,-0.125,0.953125,-0.171875
CG,3,40075,2019-08-05 22:29:54+00:00,22,-0.140625,0.9375,-0.171875
CG,3,40075,2019-08-05 22:30:45+00:00,22,-0.125,0.9375,-0.1875
CG,3,40075,2019-08-05 22:31:36+00:00,22,-0.125,0.9375,-0.171875
CG,3,40075,2019-08-05 22:32:27+00:00,22,-0.125,0.953125,-0.171875
CG,3,40075,2019-08-05 22:33:18+00:00,22,-0.140625,0.953125,-0.171875
CG,3,40075,2019-08-05 22:34:09+00:00,22,-0.125,0.9375,-0.15625
CG,3,40075,2019-08-05 22:35:00+00:00,22,-0.140625,0.953125,-0.171875
CG,3,40075,2019-08-05 22:35:51+00:00,22,-0.125,0.953125,-0.1875
CG,3,40075,2019-08-05 22:36:42+00:00,22,-0.109375,0.96875,-0.15625
CG,3,40075,2019-08-05 22:37:33+00:00,22,-0.125,0.96875,-0.171875
CG,3,40075,2019-08-05 22:38:24+00:00,22,-0.140625,0.96875,-0.15625
CG,3,40165,2019-08-05 22:39:03+00:00,22,-0.125,0.96875,0.234375
CG,3,40165,2019-08-05 22:39:54+00:00,22,-0.140625,0.953125,0.203125
CG,3,40165,2019-08-05 22:40:45+00:00,22,-0.125,0.96875,0.203125
CG,3,40165,2019-08-05 22:41:36+00:00,22,-0.109375,0.953125,0.203125
CG,3,40165,2019-08-05 22:42:27+00:00,22,-0.125,0.96875,0.15625
CG,3,40165,2019-08-05 22:43:18+00:00,22,-0.140625,0.96875,0.1875
CG,3,40165,2019-08-05 22:44:09+00:00,22,-0.125,0.96875,0.1875
CG,3,40166,2019-08-06 02:33:12+00:00,2,-0.109375,0.953125,0.21875
CG,3,40166,2019-08-06 02:34:03+00:00,2,-0.109375,0.953125,0.203125
CG,3,40166,2019-08-06 02:34:54+00:00,2,-0.109375,0.953125,0.203125
CG,3,40166,2019-08-06 02:35:45+00:00,2,-0.125,0.953125,0.203125
CG,3,40166,2019-08-06 02:36:36+00:00,2,-0.109375,0.96875,0.21875
CG,3,40166,2019-08-06 02:37:27+00:00,2,-0.109375,0.96875,0.203125
CG,3,40166,2019-08-06 02:38:18+00:00,2,-0.109375,0.96875,0.21875
CG,3,40166,2019-08-06 02:39:09+00:00,2,-0.09375,1.0,0.203125
CG,3,40166,2019-08-06 02:40:00+00:00,2,-0.109375,0.96875,0.203125
CG,3,40166,2019-08-06 02:40:51+00:00,2,-0.125,0.96875,0.21875
CG,3,40166,2019-08-06 02:41:42+00:00,2,-0.125,0.96875,0.203125
CG,3,40166,2019-08-06 02:42:33+00:00,2,-0.140625,0.96875,0.21875
CG,3,40166,2019-08-06 02:43:24+00:00,2,-0.125,0.96875,0.21875
CG,3,40166,2019-08-06 02:44:15+00:00,2,-0.109375,0.96875,0.21875
CG,3,40166,2019-08-06 02:45:06+00:00,2,-0.109375,0.96875,0.1875
CG,3,40166,2019-08-06 02:45:57+00:00,2,-0.125,0.96875,0.203125
CG,3,40166,2019-08-06 02:46:48+00:00,2,-0.125,0.96875,0.21875
CG,3,40166,2019-08-06 02:47:39+00:00,2,-0.109375,0.953125,0.1875
CG,3,40166,2019-08-06 02:48:30+00:00,2,-0.109375,0.96875,0.203125
CG,3,40166,2019-08-06 02:49:21+00:00,2,-0.125,0.953125,0.1875
CG,3,40166,2019-08-06 02:50:12+00:00,2,-0.109375,0.96875,0.21875
CG,3,40166,2019-08-06 02:51:03+00:00,2,-0.125,0.953125,0.21875
CG,3,40166,2019-08-06 02:51:54+00:00,2,-0.125,0.953125,0.21875
CG,3,40166,2019-08-06 02:52:45+00:00,2,-0.140625,0.953125,0.234375
CG,3,40166,2019-08-06 02:53:36+00:00,2,-0.140625,0.96875,0.21875
CG,3,40166,2019-08-06 02:54:27+00:00,2,-0.125,0.984375,0.21875
CG,3,40166,2019-08-06 02:55:18+00:00,2,-0.125,0.96875,0.21875
CG,3,40166,2019-08-06 02:56:09+00:00,2,-0.125,0.953125,0.21875
CG,3,40166,2019-08-06 02:57:00+00:00,2,-0.125,0.96875,0.234375
CG,3,40166,2019-08-06 02:57:51+00:00,2,-0.125,0.96875,0.234375
CG,3,40166,2019-08-06 02:58:42+00:00,2,-0.125,0.96875,0.234375
CG,3,40166,2019-08-06 02:59:33+00:00,2,-0.125,0.96875,0.203125
CG,3,40166,2019-08-06 03:00:24+00:00,3,-0.109375,0.953125,0.21875
CG,3,40166,2019-08-06 03:01:15+00:00,3,-0.109375,0.953125,0.21875
CG,3,40166,2019-08-06 03:02:06+00:00,3,-0.109375,0.96875,0.21875
CG,3,40166,2019-08-06 03:02:57+00:00,3,-0.125,0.96875,0.203125
CG,3,40166,2019-08-06 03:03:48+00:00,3,-0.140625,0.984375,0.109375
CG,3,40166,2019-08-06 03:04:40+00:00,3,-0.15625,0.953125,0.265625
CG,3,40166,2019-08-06 03:05:31+00:00,3,-0.171875,0.953125,0.25
