position,position_number,unique_number,date,hour,x,y,z
CV,1,40162,2019-08-02 09:36:12+00:00,9,0.328125,0.25,-0.875
CV,1,40162,2019-08-02 09:47:29+00:00,9,0.0,0.046875,-0.953125
CV,1,40162,2019-08-02 09:48:05+00:00,9,0.109375,0.125,-0.9375
D,7,40072,2019-08-02 09:48:42+00:00,9,-0.5,0.0625,-0.84375
D,7,40072,2019-08-02 09:48:53+00:00,9,-0.4375,0.046875,-0.875
CV,1,40162,2019-08-02 09:49:00+00:00,9,0.09375,0.140625,-0.9375
CV,1,40162,2019-08-02 09:49:36+00:00,9,0.09375,0.140625,-0.953125
CV,1,40162,2019-08-02 09:50:25+00:00,9,0.09375,0.140625,-0.9375
CV,1,40162,2019-08-02 09:51:01+00:00,9,0.09375,0.140625,-0.953125
CV,1,40162,2019-08-02 09:51:37+00:00,9,0.078125,0.140625,-0.9375
CV,1,40162,2019-08-02 09:52:13+00:00,9,0.109375,0.140625,-0.953125
CV,1,40072,2019-08-02 09:57:13+00:00,9,0.0625,0.09375,-0.96875
CV,1,40072,2019-08-02 09:57:49+00:00,9,0.109375,0.109375,-0.96875
CV,1,40072,2019-08-02 09:58:25+00:00,9,0.09375,0.109375,-0.953125
CV,1,40072,2019-08-02 09:59:01+00:00,9,0.0625,0.09375,-0.96875
CV,1,40072,2019-08-02 09:59:37+00:00,9,0.078125,0.109375,-0.96875
CV,1,40072,2019-08-02 10:00:13+00:00,10,0.0625,0.078125,-0.96875
D,7,40072,2019-08-02 10:09:07+00:00,10,-0.3125,0.0,-0.96875
CV,1,40162,2019-08-02 10:10:31+00:00,10,-0.046875,0.75,-0.65625
CV,1,40162,2019-08-02 10:11:07+00:00,10,-0.046875,0.734375,-0.640625
CV,1,40162,2019-08-02 10:11:43+00:00,10,-0.03125,0.75,-0.640625
CV,1,40162,2019-08-02 10:12:19+00:00,10,-0.03125,0.75,-0.640625
CV,1,40162,2019-08-02 10:12:55+00:00,10,-0.03125,0.75,-0.625
CV,1,40162,2019-08-02 10:13:31+00:00,10,-0.03125,0.734375,-0.640625
CV,1,40072,2019-08-02 10:14:53+00:00,10,-0.109375,0.609375,-0.75
CV,1,40072,2019-08-02 10:15:29+00:00,10,-0.09375,0.625,-0.75
CV,1,40072,2019-08-02 10:16:05+00:00,10,-0.078125,0.625,-0.734375
CV,1,40072,2019-08-02 10:16:41+00:00,10,-0.109375,0.609375,-0.75
CG,3,40072,2019-08-02 10:27:21+00:00,10,-0.078125,0.8125,-0.515625
CG,3,40072,2019-08-02 10:28:12+00:00,10,-0.078125,0.828125,-0.53125
D,7,40042,2019-08-02 10:34:19+00:00,10,-0.46875,0.09375,-0.84375
CV,1,40072,2019-08-02 10:34:31+00:00,10,0.078125,0.3125,-0.90625
CV,1,40072,2019-08-02 10:35:07+00:00,10,0.109375,0.328125,-0.90625
CV,1,40072,2019-08-02 10:41:11+00:00,10,0.28125,0.1875,-0.90625
CV,1,40072,2019-08-02 10:41:47+00:00,10,0.234375,0.0625,-0.953125
CV,1,40072,2019-08-02 10:42:23+00:00,10,0.234375,0.0,-0.953125
CV,1,40042,2019-08-02 10:45:04+00:00,10,0.09375,0.125,-0.9375
CV,1,40042,2019-08-02 10:45:40+00:00,10,0.109375,0.125,-0.9375
CV,1,40042,2019-08-02 10:46:16+00:00,10,0.078125,0.09375,-0.9375
CV,1,40042,2019-08-02 10:46:52+00:00,10,0.109375,0.109375,-0.9375
CV,1,40042,2019-08-02 10:47:28+00:00,10,0.109375,0.09375,-0.953125
CV,1,40042,2019-08-02 10:48:04+00:00,10,0.09375,0.09375,-0.9375
CV,1,40042,2019-08-02 10:48:40+00:00,10,0.09375,0.078125,-0.921875
CV,1,40042,2019-08-02 10:49:16+00:00,10,0.125,0.125,-0.953125
CV,1,40072,2019-08-02 10:50:52+00:00,10,-0.046875,0.46875,-0.84375
CV,1,40072,2019-08-02 10:51:28+00:00,10,-0.03125,0.453125,-0.859375
CV,1,40072,2019-08-02 10:52:04+00:00,10,-0.0625,0.46875,-0.859375
CV,1,40072,2019-08-02 10:52:40+00:00,10,-0.0625,0.453125,-0.859375
CV,1,40072,2019-08-02 10:59:24+00:00,10,0.046875,0.015625,-0.96875
D,7,40072,2019-08-02 11:01:22+00:00,11,-0.421875,-0.03125,-0.90625
CG,3,40162,2019-08-02 11:40:52+00:00,11,0.015625,0.984375,-0.1875
CG,3,40162,2019-08-02 11:41:43+00:00,11,0.03125,0.984375,-0.171875
CG,3,40162,2019-08-02 11:42:34+00:00,11,0.015625,1.0,-0.1875
CG,3,40162,2019-08-02 11:43:25+00:00,11,0.03125,0.984375,-0.1875
CG,3,40162,2019-08-02 11:44:16+00:00,11,0.03125,0.96875,-0.1875
CG,3,40162,2019-08-02 11:45:07+00:00,11,0.03125,0.984375,-0.1875
CG,3,40162,2019-08-02 11:45:58+00:00,11,0.015625,0.984375,-0.203125
CG,3,40162,2019-08-02 11:46:49+00:00,11,0.03125,0.984375,-0.1875
CG,3,40162,2019-08-02 11:47:40+00:00,11,0.046875,0.984375,-0.1875
CG,3,40162,2019-08-02 11:48:31+00:00,11,0.03125,0.984375,-0.1875
CG,3,40162,2019-08-02 11:49:22+00:00,11,0.03125,0.984375,-0.1875
CG,3,40162,2019-08-02 11:50:13+00:00,11,0.03125,0.984375,-0.203125
CG,3,40162,2019-08-02 11:51:04+00:00,11,0.0625,0.984375,-0.1875
CG,3,40162,2019-08-02 11:51:55+00:00,11,0.03125,0.96875,-0.171875
CG,3,40162,2019-08-02 11:52:46+00:00,11,0.046875,0.984375,-0.171875
CG,3,40162,2019-08-02 11:53:37+00:00,11,0.015625,1.0,-0.171875
CG,3,40162,2019-08-02 11:54:29+00:00,11,0.03125,1.0,-0.03125
CG,3,40162,2019-08-02 11:55:20+00:00,11,0.046875,1.0,-0.03125
CG,3,40162,2019-08-02 11:56:11+00:00,11,0.046875,1.015625,-0.015625
CG,3,40162,2019-08-02 11:57:02+00:00,11,0.046875,0.984375,-0.03125
CG,3,40162,2019-08-02 11:57:53+00:00,11,0.046875,1.0,-0.015625
CG,3,40162,2019-08-02 11:58:44+00:00,11,0.046875,1.0,-0.015625
CG,3,40162,2019-08-02 11:59:35+00:00,11,0.03125,1.0,-0.015625
CG,3,40162,2019-08-02 12:00:26+00:00,12,0.03125,1.0,-0.015625
CG,3,40162,2019-08-02 12:01:17+00:00,12,0.03125,0.984375,-0.015625
CG,3,40162,2019-08-02 12:02:08+00:00,12,0.046875,1.0,-0.03125
CG,3,40162,2019-08-02 12:02:59+00:00,12,0.046875,1.0,-0.015625
CG,3,40162,2019-08-02 12:03:50+00:00,12,0.03125,1.0,-0.03125
CG,3,40162,2019-08-02 12:04:41+00:00,12,0.046875,1.0,-0.015625
CG,3,40162,2019-08-02 12:05:32+00:00,12,0.03125,1.0,-0.03125
CG,3,40162,2019-08-02 12:06:23+00:00,12,0.03125,1.0,0.0
CD,2,40042,2019-08-02 12:07:30+00:00,12,-0.15625,-0.921875,-0.296875
CD,2,40042,2019-08-02 12:08:16+00:00,12,-0.171875,-0.90625,-0.3125
CD,2,40042,2019-08-02 12:09:02+00:00,12,-0.15625,-0.921875,-0.296875
CD,2,40042,2019-08-02 12:09:48+00:00,12,-0.171875,-0.9375,-0.265625
CD,2,40042,2019-08-02 12:10:34+00:00,12,-0.171875,-0.921875,-0.3125
CD,2,40042,2019-08-02 12:11:20+00:00,12,-0.15625,-0.890625,-0.3125
CD,2,40042,2019-08-02 12:12:06+00:00,12,-0.15625,-0.90625,-0.3125
CD,2,40042,2019-08-02 12:12:52+00:00,12,-0.171875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:13:38+00:00,12,-0.171875,-0.953125,-0.171875
CD,2,40042,2019-08-02 12:14:24+00:00,12,-0.171875,-0.953125,-0.171875
CD,2,40042,2019-08-02 12:15:10+00:00,12,-0.15625,-0.953125,-0.171875
CD,2,40042,2019-08-02 12:15:56+00:00,12,-0.15625,-0.96875,-0.140625
CD,2,40042,2019-08-02 12:16:42+00:00,12,-0.15625,-0.953125,-0.171875
CD,2,40042,2019-08-02 12:17:28+00:00,12,-0.171875,-0.953125,-0.15625
CD,2,40042,2019-08-02 12:18:14+00:00,12,-0.171875,-0.953125,-0.15625
CD,2,40042,2019-08-02 12:19:00+00:00,12,-0.15625,-0.953125,-0.171875
CD,2,40042,2019-08-02 12:19:46+00:00,12,-0.1875,-0.9375,-0.203125
CD,2,40042,2019-08-02 12:20:32+00:00,12,-0.171875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:21:18+00:00,12,-0.1875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:22:04+00:00,12,-0.1875,-0.96875,-0.1875
CD,2,40042,2019-08-02 12:22:50+00:00,12,-0.1875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:23:36+00:00,12,-0.1875,-0.9375,-0.171875
CD,2,40042,2019-08-02 12:24:22+00:00,12,-0.1875,-0.9375,-0.1875
CD,2,40042,2019-08-02 12:25:08+00:00,12,-0.171875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:25:54+00:00,12,-0.1875,-0.9375,-0.1875
CD,2,40042,2019-08-02 12:26:40+00:00,12,-0.171875,-0.9375,-0.203125
CD,2,40042,2019-08-02 12:27:26+00:00,12,-0.1875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:28:12+00:00,12,-0.171875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:28:58+00:00,12,-0.1875,-0.953125,-0.203125
CD,2,40042,2019-08-02 12:29:44+00:00,12,-0.1875,-0.953125,-0.203125
CD,2,40042,2019-08-02 12:30:30+00:00,12,-0.1875,-0.9375,-0.203125
CD,2,40042,2019-08-02 12:31:16+00:00,12,-0.1875,-0.9375,-0.1875
CD,2,40042,2019-08-02 12:32:02+00:00,12,-0.1875,-0.9375,-0.171875
CD,2,40042,2019-08-02 12:32:48+00:00,12,-0.1875,-0.953125,-0.203125
CD,2,40042,2019-08-02 12:33:34+00:00,12,-0.171875,-0.953125,-0.1875
CD,2,40042,2019-08-02 12:34:20+00:00,12,-0.125,-0.5625,-0.21875
CD,2,40042,2019-08-02 12:35:06+00:00,12,-0.140625,-0.921875,-0.3125
CD,2,40042,2019-08-02 12:35:52+00:00,12,-0.15625,-0.921875,-0.3125
CD,2,40042,2019-08-02 12:36:38+00:00,12,-0.171875,-0.890625,-0.3125
CD,2,40042,2019-08-02 12:37:24+00:00,12,-0.15625,-0.90625,-0.3125
CD,2,40042,2019-08-02 12:38:10+00:00,12,-0.171875,-0.921875,-0.3125
CD,2,40042,2019-08-02 12:38:56+00:00,12,-0.171875,-0.90625,-0.3125
CD,2,40042,2019-08-02 12:39:42+00:00,12,-0.15625,-0.90625,-0.3125
CD,2,40042,2019-08-02 12:40:28+00:00,12,-0.125,-0.9375,-0.25
CD,2,40072,2019-08-02 12:41:20+00:00,12,-0.1875,-0.953125,0.015625
CD,2,40072,2019-08-02 12:42:06+00:00,12,-0.171875,-0.96875,0.015625
CV,1,40162,2019-08-02 13:44:05+00:00,13,0.015625,0.09375,-0.953125
CV,1,40162,2019-08-02 13:44:41+00:00,13,0.03125,0.09375,-0.96875
CV,1,40162,2019-08-02 13:48:29+00:00,13,-0.09375,0.75,-0.625
CV,1,40042,2019-08-02 13:48:58+00:00,13,0.390625,0.296875,-0.828125
D,7,40042,2019-08-02 13:54:23+00:00,13,-0.453125,0.109375,-0.78125
D,7,40042,2019-08-02 13:54:34+00:00,13,-0.421875,0.140625,-0.859375
D,7,40042,2019-08-02 13:54:45+00:00,13,-0.375,-0.03125,-0.828125
D,7,40042,2019-08-02 13:54:56+00:00,13,-0.328125,0.21875,-0.84375
D,7,40042,2019-08-02 13:55:07+00:00,13,-0.40625,0.15625,-0.828125
D,7,40042,2019-08-02 13:55:18+00:00,13,-0.4375,0.359375,-0.8125
D,7,40042,2019-08-02 13:55:29+00:00,13,-0.359375,-0.046875,-0.6875
D,7,40042,2019-08-02 13:55:40+00:00,13,-0.390625,0.0,-0.875
D,7,40042,2019-08-02 13:55:51+00:00,13,-0.5,0.03125,-0.84375
D,7,40042,2019-08-02 13:56:02+00:00,13,-0.46875,0.234375,-0.828125
D,7,40042,2019-08-02 13:56:13+00:00,13,-0.375,0.140625,-0.875
D,7,40042,2019-08-02 13:56:24+00:00,13,-0.46875,0.484375,-0.78125
D,7,40042,2019-08-02 13:56:35+00:00,13,-0.484375,0.0625,-0.859375
D,7,40042,2019-08-02 13:56:46+00:00,13,-0.359375,0.125,-0.84375
D,7,40042,2019-08-02 13:56:57+00:00,13,-0.390625,0.234375,-0.828125
D,7,40072,2019-08-02 13:57:03+00:00,13,-0.3125,0.1875,-0.921875
D,7,40072,2019-08-02 13:57:14+00:00,13,-0.234375,0.078125,-0.921875
D,7,40072,2019-08-02 13:57:25+00:00,13,-0.3125,0.21875,-0.921875
D,7,40162,2019-08-02 13:57:41+00:00,13,-0.203125,0.25,-0.9375
D,7,40162,2019-08-02 13:57:52+00:00,13,-0.09375,0.3125,-0.953125
D,7,40162,2019-08-02 13:58:03+00:00,13,-0.21875,-0.046875,-0.953125
D,7,40162,2019-08-02 13:58:14+00:00,13,-0.296875,0.15625,-0.921875
D,7,40162,2019-08-02 13:58:25+00:00,13,-0.1875,0.109375,-0.953125
D,7,40162,2019-08-02 13:58:36+00:00,13,-0.15625,0.40625,-0.90625
D,7,40162,2019-08-02 13:58:47+00:00,13,-0.078125,0.03125,-0.890625
CV,1,40072,2019-08-02 14:04:25+00:00,14,-0.03125,0.5625,-0.78125
CV,1,40072,2019-08-02 14:06:33+00:00,14,-0.046875,0.140625,-0.9375
CV,1,40162,2019-08-02 14:07:56+00:00,14,-0.0625,-0.484375,-0.84375
CV,1,40162,2019-08-02 14:08:32+00:00,14,-0.0625,-0.453125,-0.828125
CV,1,40072,2019-08-02 14:09:08+00:00,14,-0.15625,0.609375,-0.734375
CV,1,40042,2019-08-02 14:17:46+00:00,14,0.109375,0.328125,-0.890625
CV,1,40042,2019-08-02 14:18:22+00:00,14,0.140625,0.34375,-0.890625
CV,1,40042,2019-08-02 14:18:58+00:00,14,0.125,0.34375,-0.859375
CV,1,40042,2019-08-02 14:19:34+00:00,14,0.109375,0.328125,-0.875
CV,1,40042,2019-08-02 14:20:10+00:00,14,0.09375,0.34375,-0.890625
CV,1,40042,2019-08-02 14:20:46+00:00,14,0.078125,0.34375,-0.859375
CV,1,40042,2019-08-02 14:21:22+00:00,14,-0.015625,0.09375,-0.9375
CV,1,40042,2019-08-02 14:21:58+00:00,14,0.078125,0.34375,-0.890625
CV,1,40042,2019-08-02 14:22:34+00:00,14,0.09375,0.328125,-0.875
CV,1,40042,2019-08-02 14:23:10+00:00,14,0.078125,0.359375,-0.875
CV,1,40042,2019-08-02 14:23:46+00:00,14,0.078125,0.359375,-0.875
CV,1,40042,2019-08-02 14:24:22+00:00,14,0.09375,0.375,-0.875
CV,1,40042,2019-08-02 14:24:58+00:00,14,0.109375,0.34375,-0.859375
D,7,40162,2019-08-02 14:30:22+00:00,14,-0.1875,0.15625,-0.9375
D,7,40162,2019-08-02 14:30:33+00:00,14,-0.140625,0.25,-0.890625
D,7,40162,2019-08-02 14:30:44+00:00,14,-0.28125,0.125,-0.859375
CV,1,40162,2019-08-02 14:34:48+00:00,14,-0.171875,-0.4375,-0.84375
CV,1,40162,2019-08-02 14:35:24+00:00,14,-0.171875,-0.515625,-0.796875
D,7,40042,2019-08-02 14:41:56+00:00,14,-0.4375,0.40625,-0.734375
D,7,40042,2019-08-02 14:42:07+00:00,14,-0.421875,0.34375,-0.78125
D,7,40042,2019-08-02 14:42:18+00:00,14,-0.453125,0.359375,-0.765625
D,7,40042,2019-08-02 14:42:29+00:00,14,-0.40625,0.40625,-0.75
D,7,40042,2019-08-02 14:42:40+00:00,14,-0.453125,0.390625,-0.734375
CV,1,40042,2019-08-02 14:48:34+00:00,14,0.015625,0.5625,-0.75
CV,1,40042,2019-08-02 14:49:10+00:00,14,0.03125,0.5625,-0.75
CV,1,40042,2019-08-02 14:49:46+00:00,14,0.046875,0.59375,-0.75
CD,2,40162,2019-08-02 14:53:36+00:00,14,-0.109375,-0.8125,-0.515625
CD,2,40162,2019-08-02 14:54:22+00:00,14,-0.125,-0.8125,-0.5
CD,2,40162,2019-08-02 14:55:08+00:00,14,-0.109375,-0.8125,-0.515625
CV,1,40042,2019-08-02 14:55:54+00:00,14,-0.09375,0.78125,-0.578125
CV,1,40042,2019-08-02 14:56:30+00:00,14,-0.109375,0.765625,-0.59375
CD,2,40162,2019-08-02 14:56:46+00:00,14,-0.140625,-0.828125,-0.5
CD,2,40162,2019-08-02 14:57:32+00:00,14,-0.109375,-0.8125,-0.515625
CD,2,40162,2019-08-02 14:58:18+00:00,14,-0.125,-0.8125,-0.515625
CD,2,40162,2019-08-02 14:59:14+00:00,14,-0.125,-0.828125,-0.515625
CD,2,40162,2019-08-02 15:00:14+00:00,15,-0.125,-0.828125,-0.515625
CV,1,40042,2019-08-02 15:01:00+00:00,15,-0.140625,0.765625,-0.578125
CG,3,40042,2019-08-02 15:18:40+00:00,15,-0.140625,0.984375,-0.03125
CG,3,40042,2019-08-02 15:19:31+00:00,15,-0.125,0.96875,-0.03125
CG,3,40042,2019-08-02 15:20:22+00:00,15,-0.125,0.984375,-0.03125
CG,3,40042,2019-08-02 15:21:13+00:00,15,-0.125,0.984375,-0.03125
CG,3,40042,2019-08-02 15:22:04+00:00,15,-0.140625,0.984375,-0.015625
CG,3,40042,2019-08-02 15:22:55+00:00,15,-0.140625,0.984375,-0.015625
CG,3,40042,2019-08-02 15:23:46+00:00,15,-0.140625,0.984375,-0.03125
CG,3,40042,2019-08-02 15:24:37+00:00,15,-0.140625,0.984375,-0.015625
CG,3,40042,2019-08-02 15:25:28+00:00,15,-0.140625,0.984375,-0.015625
CV,1,40162,2019-08-02 15:26:00+00:00,15,0.0,0.796875,-0.578125
CV,1,40162,2019-08-02 15:26:36+00:00,15,0.015625,0.796875,-0.578125
CV,1,40162,2019-08-02 15:27:12+00:00,15,0.0,0.796875,-0.578125
CV,1,40162,2019-08-02 15:27:48+00:00,15,0.015625,0.796875,-0.578125
CV,1,40042,2019-08-02 15:41:56+00:00,15,0.25,-0.078125,-0.90625
CV,1,40042,2019-08-02 15:45:36+00:00,15,-0.03125,0.265625,-0.90625
CV,1,40042,2019-08-02 15:47:45+00:00,15,-0.1875,0.578125,-0.734375
CG,3,40162,2019-08-02 16:21:14+00:00,16,0.03125,0.953125,0.21875
CG,3,40162,2019-08-02 16:22:05+00:00,16,0.03125,0.984375,0.203125
CG,3,40162,2019-08-02 16:22:56+00:00,16,0.046875,0.984375,0.203125
CG,3,40162,2019-08-02 16:23:47+00:00,16,0.03125,0.96875,0.21875
CG,3,40162,2019-08-02 16:24:38+00:00,16,0.0625,0.96875,0.234375
CG,3,40162,2019-08-02 16:25:29+00:00,16,0.046875,0.96875,0.234375
CG,3,40162,2019-08-02 16:26:20+00:00,16,0.046875,0.984375,0.25
CG,3,40162,2019-08-02 16:27:11+00:00,16,0.046875,0.96875,0.234375
CG,3,40162,2019-08-02 16:28:02+00:00,16,0.0625,0.984375,0.25
CG,3,40162,2019-08-02 16:28:53+00:00,16,0.046875,0.96875,0.25
CG,3,40162,2019-08-02 16:29:44+00:00,16,0.046875,0.953125,0.25
CG,3,40162,2019-08-02 16:30:35+00:00,16,0.0625,0.96875,0.234375
CG,3,40162,2019-08-02 16:31:26+00:00,16,0.046875,0.953125,0.25
CG,3,40162,2019-08-02 16:32:17+00:00,16,0.046875,0.953125,0.234375
CG,3,40162,2019-08-02 16:33:08+00:00,16,0.046875,0.96875,0.234375
CG,3,40162,2019-08-02 16:33:59+00:00,16,0.046875,0.96875,0.234375
CG,3,40162,2019-08-02 16:34:50+00:00,16,0.046875,0.96875,0.234375
CG,3,40042,2019-08-02 16:35:43+00:00,16,-0.234375,0.9375,-0.234375
CG,3,40042,2019-08-02 16:36:34+00:00,16,-0.234375,0.9375,-0.21875
CG,3,40042,2019-08-02 16:37:25+00:00,16,-0.234375,0.9375,-0.25
CG,3,40042,2019-08-02 16:38:16+00:00,16,-0.234375,0.9375,-0.25
CG,3,40042,2019-08-02 16:39:07+00:00,16,-0.21875,0.9375,-0.234375
CG,3,40042,2019-08-02 16:39:58+00:00,16,-0.21875,0.921875,-0.234375
CG,3,40042,2019-08-02 16:40:49+00:00,16,-0.234375,0.9375,-0.265625
CG,3,40042,2019-08-02 16:41:40+00:00,16,-0.25,0.921875,-0.234375
CG,3,40042,2019-08-02 16:42:31+00:00,16,-0.234375,0.9375,-0.25
CG,3,40042,2019-08-02 16:43:22+00:00,16,-0.234375,0.9375,-0.234375
CG,3,40042,2019-08-02 16:44:13+00:00,16,-0.234375,0.921875,-0.25
CG,3,40042,2019-08-02 16:45:04+00:00,16,-0.234375,0.9375,-0.25
CG,3,40042,2019-08-02 16:45:55+00:00,16,-0.234375,0.921875,-0.25
CG,3,40042,2019-08-02 16:46:46+00:00,16,-0.25,0.921875,-0.234375
CG,3,40042,2019-08-02 16:47:37+00:00,16,-0.25,0.9375,-0.140625
CG,3,40042,2019-08-02 16:48:28+00:00,16,-0.25,0.953125,-0.1875
CG,3,40042,2019-08-02 16:49:19+00:00,16,-0.25,0.9375,-0.203125
CG,3,40042,2019-08-02 16:50:10+00:00,16,-0.234375,0.953125,-0.171875
CG,3,40042,2019-08-02 16:51:01+00:00,16,-0.25,0.9375,-0.1875
CG,3,40042,2019-08-02 16:51:52+00:00,16,-0.21875,0.921875,-0.203125
CG,3,40042,2019-08-02 16:52:43+00:00,16,-0.234375,0.9375,-0.1875
CG,3,40042,2019-08-02 16:53:34+00:00,16,-0.234375,0.953125,-0.203125
CG,3,40042,2019-08-02 16:54:25+00:00,16,-0.234375,0.9375,-0.203125
CG,3,40042,2019-08-02 16:55:16+00:00,16,-0.234375,0.953125,-0.203125
CG,3,40042,2019-08-02 16:56:07+00:00,16,-0.25,0.9375,-0.203125
CG,3,40042,2019-08-02 16:56:58+00:00,16,-0.234375,0.9375,-0.1875
CG,3,40042,2019-08-02 16:57:49+00:00,16,-0.25,0.9375,-0.1875
CG,3,40072,2019-08-02 16:58:53+00:00,16,-0.25,0.90625,-0.265625
CG,3,40072,2019-08-02 16:59:44+00:00,16,-0.25,0.90625,-0.28125
CG,3,40072,2019-08-02 17:00:35+00:00,17,-0.25,0.90625,-0.25
CG,3,40072,2019-08-02 17:01:26+00:00,17,-0.25,0.90625,-0.265625
CG,3,40072,2019-08-02 17:02:17+00:00,17,-0.25,0.921875,-0.25
CG,3,40072,2019-08-02 17:03:08+00:00,17,-0.25,0.921875,-0.265625
CG,3,40072,2019-08-02 17:03:59+00:00,17,-0.25,0.90625,-0.28125
CG,3,40072,2019-08-02 17:04:50+00:00,17,-0.234375,0.890625,-0.28125
CG,3,40072,2019-08-02 17:05:41+00:00,17,-0.234375,0.9375,-0.25
CG,3,40072,2019-08-02 17:06:32+00:00,17,-0.25,0.90625,-0.28125
CG,3,40072,2019-08-02 17:07:23+00:00,17,-0.25,0.890625,-0.25
CG,3,40072,2019-08-02 17:08:14+00:00,17,-0.15625,0.96875,-0.078125
CG,3,40072,2019-08-02 17:09:05+00:00,17,-0.171875,0.96875,-0.09375
CG,3,40072,2019-08-02 17:09:56+00:00,17,-0.171875,0.953125,-0.078125
CG,3,40072,2019-08-02 17:10:47+00:00,17,-0.171875,0.96875,-0.09375
CG,3,40072,2019-08-02 17:11:38+00:00,17,-0.171875,0.984375,-0.0625
CG,3,40072,2019-08-02 17:12:29+00:00,17,-0.1875,0.96875,-0.078125
CG,3,40072,2019-08-02 17:13:20+00:00,17,-0.1875,0.96875,-0.09375
CG,3,40072,2019-08-02 17:14:11+00:00,17,-0.1875,0.953125,-0.09375
CG,3,40072,2019-08-02 17:15:02+00:00,17,-0.1875,0.953125,-0.109375
CG,3,40072,2019-08-02 17:15:53+00:00,17,-0.171875,0.96875,-0.078125
CG,3,40072,2019-08-02 17:16:44+00:00,17,-0.15625,0.953125,-0.09375
CG,3,40072,2019-08-02 17:17:35+00:00,17,-0.1875,0.9375,-0.109375
CG,3,40072,2019-08-02 17:18:26+00:00,17,-0.171875,0.96875,-0.09375
CG,3,40072,2019-08-02 17:19:17+00:00,17,-0.15625,0.96875,-0.09375
CG,3,40072,2019-08-02 17:20:08+00:00,17,-0.15625,0.9375,-0.1875
CG,3,40072,2019-08-02 17:20:59+00:00,17,-0.171875,0.96875,-0.078125
CG,3,40072,2019-08-02 17:21:50+00:00,17,-0.203125,0.953125,-0.09375
CG,3,40072,2019-08-02 17:22:41+00:00,17,-0.203125,0.953125,-0.09375
CG,3,40072,2019-08-02 17:23:32+00:00,17,-0.1875,0.953125,-0.109375
CG,3,40072,2019-08-02 17:24:23+00:00,17,-0.1875,0.953125,-0.109375
CG,3,40072,2019-08-02 17:25:14+00:00,17,-0.1875,0.96875,-0.078125
CG,3,40072,2019-08-02 17:26:05+00:00,17,-0.1875,0.953125,-0.109375
CG,3,40072,2019-08-02 17:26:56+00:00,17,-0.171875,0.953125,-0.078125
CG,3,40072,2019-08-02 17:27:47+00:00,17,-0.1875,0.953125,-0.078125
CG,3,40072,2019-08-02 17:28:38+00:00,17,-0.203125,0.9375,-0.09375
CG,3,40072,2019-08-02 17:29:29+00:00,17,-0.1875,0.953125,-0.09375
CG,3,40072,2019-08-02 17:30:20+00:00,17,-0.171875,0.953125,-0.09375
CG,3,40072,2019-08-02 17:31:11+00:00,17,-0.203125,0.953125,-0.09375
CG,3,40072,2019-08-02 17:32:02+00:00,17,-0.1875,0.953125,-0.140625
CG,3,40072,2019-08-02 17:32:53+00:00,17,-0.109375,0.96875,-0.1875
CG,3,40072,2019-08-02 17:33:44+00:00,17,-0.109375,0.953125,-0.09375
CG,3,40072,2019-08-02 17:34:35+00:00,17,-0.140625,0.953125,-0.09375
CG,3,40072,2019-08-02 17:35:26+00:00,17,-0.140625,0.953125,-0.09375
CG,3,40072,2019-08-02 17:36:17+00:00,17,-0.171875,0.984375,-0.0625
CG,3,40072,2019-08-02 17:37:08+00:00,17,-0.125,0.96875,-0.078125
CG,3,40072,2019-08-02 17:37:59+00:00,17,-0.125,0.953125,-0.09375
CG,3,40072,2019-08-02 17:38:50+00:00,17,-0.15625,0.96875,-0.0625
CG,3,40072,2019-08-02 17:39:41+00:00,17,-0.15625,0.96875,-0.09375
CG,3,40072,2019-08-02 17:40:32+00:00,17,-0.15625,0.96875,-0.078125
CG,3,40072,2019-08-02 17:41:23+00:00,17,-0.140625,0.96875,-0.09375
CG,3,40072,2019-08-02 17:42:14+00:00,17,-0.1875,0.984375,-0.09375
CG,3,40072,2019-08-02 17:43:05+00:00,17,-0.171875,0.953125,-0.09375
CG,3,40072,2019-08-02 17:43:56+00:00,17,-0.171875,0.96875,-0.09375
CG,3,40072,2019-08-02 17:44:47+00:00,17,-0.171875,0.96875,-0.09375
CG,3,40072,2019-08-02 17:45:55+00:00,17,-0.1875,0.875,-0.34375
CG,3,40072,2019-08-02 17:46:46+00:00,17,-0.203125,0.890625,-0.34375
CV,1,40042,2019-08-02 17:47:10+00:00,17,0.125,-0.265625,-0.90625
CG,3,40072,2019-08-02 17:48:02+00:00,17,-0.21875,0.890625,-0.359375
CG,3,40072,2019-08-02 17:48:59+00:00,17,-0.234375,0.875,-0.34375
CG,3,40072,2019-08-02 17:49:50+00:00,17,-0.21875,0.875,-0.34375
D,7,40042,2019-08-02 17:49:56+00:00,17,-0.453125,-0.296875,-0.734375
D,7,40042,2019-08-02 17:50:07+00:00,17,-0.453125,-0.234375,-0.78125
D,7,40042,2019-08-02 17:50:18+00:00,17,-0.484375,-0.296875,-0.78125
